iter	RMSE
348	0.6087827418
349	0.6084257886
350	0.6083782243
351	0.6078916986
352	0.6073835914
353	0.6072601323
354	0.6070679041
355	0.6066283539
356	0.6064482868
357	0.60625509
358	0.606102878
359	0.6054767754
360	0.6052114572
361	0.6049649589
362	0.6045898087
363	0.6045664047
364	0.6043266575
365	0.6037974446
366	0.6036678711
367	0.6030139045
368	0.6028742728
369	0.6024440266
370	0.6023835565
371	0.602312029
372	0.6022349905
373	0.6019915996
374	0.6019066049
375	0.601901726
376	0.6014163928
377	0.6010193069
378	0.6009875697
379	0.6009206697
380	0.6006785613
381	0.6004812692
382	0.6002698527
383	0.5996818713
384	0.5993837693
385	0.5992055205
386	0.5989730587
387	0.5988542597
388	0.5986131509
389	0.5984613826
390	0.5980894436
391	0.5976909767
