iter	Passed	Remaining
179	7308	94197
180	7349	94163
181	7403	94290
182	7441	94222
183	7480	94153
184	7517	94073
185	7554	93989
186	7595	93947
187	7636	93911
188	7676	93864
189	7716	93818
190	7762	93844
191	7801	93778
192	7836	93676
193	7874	93598
194	7910	93505
195	7948	93439
196	7991	93422
197	8039	93466
198	8087	93509
199	8128	93479
200	8168	93431
201	8208	93382
202	8250	93356
203	8291	93320
204	8325	93209
205	8360	93101
206	8400	93052
207	8442	93027
208	8480	92959
209	8518	92892
210	8554	92806
211	8590	92710
212	8632	92683
213	8669	92606
214	8709	92563
215	8754	92568
216	8794	92527
217	8831	92445
218	8869	92377
219	8908	92323
220	8954	92337
221	8996	92311
222	9032	92233
223	9078	92246
224	9122	92236
225	9161	92185
226	9197	92101
227	9236	92036
228	9297	92199
229	9337	92154
230	9378	92118
231	9419	92080
232	9455	91997
233	9489	91895
234	9532	91874
235	9569	91802
236	9606	91725
237	9641	91636
238	9681	91585
239	9718	91517
240	9760	91489
241	9798	91423
242	9838	91381
243	9883	91379
244	9920	91312
245	9962	91277
246	10000	91218
247	10061	91368
248	10126	91543
249	10165	91487
250	10203	91425
251	10248	91418
252	10286	91357
253	10342	91453
254	10391	91482
255	10432	91451
256	10469	91371
257	10509	91328
258	10546	91256
259	10592	91256
260	10630	91193
261	10669	91134
262	10709	91093
263	10746	91019
264	10791	91017
265	10834	90990
266	10869	90907
267	10912	90880
268	10959	90890
269	11006	90901
270	11054	90922
271	11110	91008
272	11152	90978
273	11203	91016
274	11262	91126
275	11318	91206
276	11362	91188
277	11401	91128
278	11441	91081
279	11483	91044
280	11517	90954
281	11555	90886
282	11599	90866
283	11637	90801
284	11686	90827
285	11723	90757
286	11763	90702
287	11800	90631
288	11835	90549
289	11874	90488
290	11911	90418
291	11953	90387
292	11992	90331
293	12033	90291
294	12074	90248
295	12113	90196
296	12150	90126
297	12190	90078
298	12228	90018
299	12278	90042
300	12316	89982
301	12355	89925
302	12393	89860
303	12429	89788
304	12467	89723
305	12508	89688
306	12552	89666
307	12615	89781
308	12656	89741
309	12753	90097
310	12799	90087
311	12846	90092
312	12890	90067
313	12939	90078
314	12985	90075
315	13024	90016
316	13060	89938
317	13103	89909
318	13150	89906
319	13189	89856
320	13230	89812
321	13273	89782
322	13318	89765
323	13368	89786
324	13411	89757
325	13451	89704
326	13500	89712
327	13541	89674
328	13583	89633
329	13631	89634
330	13673	89600
331	13716	89573
332	13760	89547
333	13801	89501
334	13841	89452
335	13886	89432
336	13929	89405
337	13977	89403
338	14022	89385
339	14069	89383
340	14113	89358
341	14156	89326
342	14206	89336
343	14254	89336
344	14300	89324
345	14340	89274
346	14380	89227
347	14422	89184
348	14462	89136
349	14503	89095
350	14546	89062
351	14597	89079
352	14639	89037
353	14685	89026
354	14731	89010
355	14776	88989
356	14816	88940
357	14856	88889
358	14900	88863
359	14942	88823
360	14982	88777
361	15023	88731
362	15074	88746
363	15124	88751
364	15169	88730
365	15215	88715
366	15259	88688
367	15307	88685
368	15355	88680
369	15404	88680
370	15453	88683
371	15491	88617
372	15539	88611
373	15581	88574
374	15621	88524
375	15660	88464
376	15701	88420
377	15743	88381
378	15790	88367
379	15845	88398
380	15889	88372
381	15931	88333
382	15978	88321
383	16020	88281
384	16060	88226
385	16100	88179
386	16140	88127
387	16186	88108
388	16229	88071
389	16272	88039
390	16314	87996
391	16367	88016
392	16409	87977
393	16460	87984
394	16505	87960
395	16555	87959
396	16595	87911
397	16633	87847
398	16672	87792
399	16714	87748
400	16753	87696
401	16799	87677
402	16840	87627
403	16880	87576
404	16925	87552
405	16968	87516
406	17027	87561
407	17070	87525
408	17105	87453
409	17145	87401
410	17188	87362
411	17237	87359
412	17277	87309
413	17332	87330
414	17374	87291
415	17415	87244
416	17455	87193
417	17500	87166
418	17548	87157
419	17591	87117
420	17637	87099
421	17685	87086
422	17729	87055
423	17771	87011
424	17815	86979
425	17861	86958
426	17912	86962
427	17959	86945
428	18004	86915
429	18043	86862
430	18081	86801
431	18122	86753
432	18164	86713
433	18204	86662
434	18244	86609
435	18284	86559
436	18329	86531
437	18369	86480
438	18406	86415
439	18447	86367
440	18492	86338
441	18536	86309
442	18581	86278
443	18621	86228
444	18657	86161
445	18700	86121
446	18740	86070
447	18776	86004
448	18816	85953
449	18862	85930
450	18902	85878
451	18939	85815
452	18979	85765
453	19020	85715
454	19059	85663
455	19101	85623
456	19139	85561
457	19180	85515
458	19218	85458
459	19255	85394
460	19292	85328
461	19329	85266
462	19367	85208
463	19406	85152
464	19447	85108
465	19487	85059
466	19533	85037
467	19575	84992
468	19617	84954
469	19659	84912
470	19699	84864
471	19740	84816
472	19782	84777
473	19825	84740
474	19867	84696
475	19908	84652
476	19953	84622
477	19992	84572
478	20036	84537
479	20082	84513
480	20126	84479
481	20163	84418
482	20201	84360
483	20245	84330
484	20285	84277
485	20328	84242
486	20368	84190
487	20408	84143
488	20444	84078
489	20480	84011
490	20519	83957
491	20562	83922
492	20597	83850
493	20633	83786
494	20672	83732
495	20712	83683
496	20755	83650
497	20800	83619
498	20841	83575
499	20885	83542
500	20925	83492
501	20962	83434
502	21002	83384
503	21043	83337
504	21085	83298
505	21124	83247
506	21161	83184
507	21203	83144
508	21247	83110
509	21290	83074
510	21338	83056
511	21386	83039
512	21425	82987
513	21464	82936
514	21503	82883
515	21543	82835
516	21586	82797
517	21628	82757
518	21668	82707
519	21710	82667
520	21755	82638
521	21795	82590
522	21835	82542
523	21877	82498
524	21916	82449
525	21961	82419
526	22012	82409
527	22058	82385
528	22104	82360
529	22164	82383
530	22242	82477
531	22311	82535
532	22372	82563
533	22438	82611
534	22504	82654
535	22567	82691
536	22673	82881
537	22739	82926
538	22818	83018
539	22900	83119
540	22988	83241
541	23073	83354
542	23156	83455
543	23226	83511
544	23296	83568
545	23369	83632
546	23438	83685
547	23507	83735
548	23588	83826
549	23673	83934
550	23745	83992
551	23824	84075
552	23892	84120
553	23975	84216
554	24070	84356
555	24136	84392
556	24214	84469
557	24279	84499
558	24342	84522
559	24418	84594
560	24497	84671
561	24589	84794
562	24661	84847
563	24746	84943
564	24813	84981
565	24887	85038
566	24966	85115
567	25036	85160
568	25120	85250
569	25183	85270
570	25252	85308
571	25320	85347
572	25393	85397
573	25486	85518
574	25558	85564
575	25633	85622
576	25710	85687
577	25781	85730
578	25851	85770
579	25918	85798
580	25993	85855
581	26060	85884
582	26157	86011
583	26226	86045
584	26304	86106
585	26371	86133
586	26443	86177
587	26518	86231
588	26591	86276
589	26662	86313
590	26732	86349
591	26808	86402
592	26884	86456
593	26957	86499
594	27028	86538
595	27106	86594
596	27175	86624
597	27251	86677
598	27330	86735
599	27408	86793
600	27482	86838
601	27554	86874
602	27645	86970
603	27722	87023
604	27792	87051
605	27860	87076
606	27934	87115
607	28007	87153
608	28093	87232
609	28161	87253
610	28233	87288
611	28303	87315
612	28377	87354
613	28461	87422
614	28526	87435
615	28602	87479
616	28685	87542
617	28758	87579
618	28824	87591
619	28895	87619
620	28966	87644
621	29042	87688
622	29113	87715
623	29180	87728
624	29268	87805
625	29342	87838
626	29422	87893
627	29489	87903
628	29559	87926
629	29637	87972
630	29713	88011
631	29786	88039
632	29850	88041
633	29925	88077
634	30007	88133
635	30082	88165
636	30167	88228
637	30244	88269
638	30310	88273
639	30379	88290
640	30446	88299
641	30518	88323
642	30584	88329
643	30656	88350
644	30739	88406
645	30814	88436
646	30888	88465
647	30968	88507
648	31039	88528
649	31110	88546
650	31184	88571
651	31265	88617
652	31345	88660
653	31419	88686
654	31496	88717
655	31586	88789
656	31661	88816
657	31735	88838
658	31810	88865
659	31883	88888
660	31964	88930
661	32054	88996
662	32136	89043
663	32210	89062
664	32297	89120
665	32365	89126
666	32430	89123
667	32502	89139
668	32578	89164
669	32648	89175
670	32723	89197
671	32803	89233
672	32891	89291
673	32969	89319
674	33045	89346
675	33123	89375
676	33202	89407
677	33273	89416
678	33343	89422
679	33422	89453
680	33497	89472
681	33570	89489
682	33653	89528
683	33731	89555
684	33804	89569
685	33887	89608
686	33956	89611
687	34030	89628
688	34113	89665
689	34182	89668
690	34264	89701
691	34338	89716
692	34414	89736
693	34494	89764
694	34577	89802
695	34650	89812
696	34719	89813
697	34794	89828
698	34862	89823
699	34933	89828
700	35014	89859
701	35082	89854
702	35150	89850
703	35216	89842
704	35290	89852
705	35357	89845
706	35447	89897
707	35524	89914
708	35587	89896
709	35652	89883
710	35714	89863
711	35780	89853
712	35843	89835
713	35909	89824
714	35970	89799
715	36036	89789
716	36093	89755
717	36160	89745
718	36225	89731
719	36293	89726
720	36360	89715
721	36426	89703
722	36490	89687
723	36557	89677
724	36622	89663
725	36684	89638
726	36747	89619
727	36808	89595
728	36875	89582
729	36942	89572
730	37002	89546
731	37064	89521
732	37127	89500
733	37191	89482
734	37257	89467
735	37343	89502
736	37435	89551
737	37501	89536
738	37571	89530
739	37640	89522
740	37709	89515
741	37776	89503
742	37850	89507
743	37914	89487
744	37982	89475
745	38045	89452
746	38112	89439
747	38177	89422
748	38246	89411
749	38311	89392
750	38376	89374
751	38441	89356
752	38507	89339
753	38571	89317
754	38639	89305
755	38702	89281
756	38766	89260
757	38830	89238
758	38897	89224
759	38973	89227
760	39032	89195
761	39096	89172
762	39159	89148
763	39224	89128
764	39285	89099
765	39347	89071
766	39413	89053
767	39474	89022
768	39535	88992
769	39590	88950
770	39652	88921
771	39721	88909
772	39793	88904
773	39856	88879
774	39922	88860
775	39991	88846
776	40067	88849
777	40149	88864
778	40224	88866
779	40291	88847
780	40370	88855
781	40442	88849
782	40514	88841
783	40584	88829
784	40656	88822
785	40737	88835
786	40822	88854
787	40886	88830
788	40962	88830
789	41036	88826
790	41104	88808
791	41183	88815
792	41260	88816
793	41336	88815
794	41405	88800
795	41468	88772
796	41539	88759
797	41610	88749
798	41676	88726
799	41742	88703
800	41824	88714
801	41891	88693
802	41969	88694
803	42037	88676
804	42103	88653
805	42181	88654
806	42264	88666
807	42342	88668
808	42412	88651
809	42473	88616
810	42533	88580
811	42594	88546
812	42652	88505
813	42715	88475
814	42780	88447
815	42842	88415
816	42902	88377
817	42961	88339
818	43023	88306
819	43088	88278
820	43156	88257
821	43232	88252
822	43295	88222
823	43373	88221
824	43450	88216
825	43523	88207
826	43589	88180
827	43661	88165
828	43735	88157
829	43822	88173
830	43906	88183
831	43986	88185
832	44060	88173
833	44136	88167
834	44228	88192
835	44306	88188
836	44394	88205
837	44466	88191
838	44535	88167
839	44611	88160
840	44701	88181
841	44786	88191
842	44862	88182
843	44953	88202
844	45030	88196
845	45103	88180
846	45189	88190
847	45268	88188
848	45342	88174
849	45413	88155
850	45482	88132
851	45551	88108
852	45630	88104
853	45710	88102
854	45791	88101
855	45864	88085
856	45938	88071
857	46000	88033
858	46060	87991
859	46125	87959
860	46191	87929
861	46255	87896
862	46330	87882
863	46396	87851
864	46459	87815
865	46528	87792
866	46600	87772
867	46656	87723
868	46726	87699
869	46795	87675
870	46866	87652
871	46933	87623
872	47004	87602
873	47080	87589
874	47154	87573
875	47234	87567
876	47313	87559
877	47379	87527
878	47443	87491
879	47508	87458
880	47573	87425
881	47639	87392
882	47706	87363
883	47774	87335
884	47840	87301
885	47910	87277
886	47975	87243
887	48040	87208
888	48106	87176
889	48169	87138
890	48232	87100
891	48290	87052
892	48352	87013
893	48415	86973
894	48479	86938
895	48541	86897
896	48605	86860
897	48668	86823
898	48731	86783
899	48797	86751
900	48860	86713
901	48933	86692
902	49002	86664
903	49073	86637
904	49162	86645
905	49248	86646
906	49330	86641
907	49423	86654
908	49495	86631
909	49557	86590
910	49624	86556
911	49694	86528
912	49758	86491
913	49820	86450
914	49888	86419
915	49957	86389
916	50020	86349
917	50081	86305
918	50143	86264
919	50212	86234
920	50278	86198
921	50357	86185
922	50432	86167
923	50503	86140
924	50578	86120
925	50650	86094
926	50727	86077
927	50797	86049
928	50870	86026
929	50946	86007
930	51036	86010
931	51109	85987
932	51181	85960
933	51253	85934
934	51325	85908
935	51393	85875
936	51467	85853
937	51547	85839
938	51623	85818
939	51692	85788
940	51781	85789
941	51851	85758
942	51919	85724
943	52002	85715
944	52074	85688
945	52149	85665
946	52215	85629
947	52292	85610
948	52369	85589
949	52466	85603
950	52544	85585
951	52629	85577
952	52701	85550
953	52772	85519
954	52835	85477
955	52911	85456
956	52988	85434
957	53051	85391
958	53114	85349
959	53193	85331
960	53273	85315
961	53346	85287
962	53418	85258
963	53494	85236
964	53569	85211
965	53661	85214
966	53739	85194
967	53822	85181
968	53904	85168
969	53977	85140
970	54052	85115
971	54131	85096
972	54210	85077
973	54285	85051
974	54356	85019
975	54440	85007
976	54506	84968
977	54564	84915
978	54624	84866
979	54684	84816
980	54754	84783
981	54822	84745
982	54884	84699
983	54953	84663
984	55015	84617
985	55077	84571
986	55139	84524
987	55204	84483
988	55271	84444
989	55341	84409
990	55404	84364
991	55474	84330
992	55539	84288
993	55598	84236
994	55659	84188
995	55731	84156
996	55811	84136
997	55878	84098
998	55956	84074
999	56035	84053
1000	56110	84025
1001	56187	84000
1002	56280	84000
1003	56360	83978
1004	56431	83946
1005	56504	83914
1006	56585	83894
1007	56669	83880
1008	56750	83860
1009	56833	83843
1010	56909	83815
1011	56983	83785
1012	57056	83754
1013	57131	83725
1014	57201	83688
1015	57277	83661
1016	57361	83644
1017	57442	83624
1018	57515	83592
1019	57631	83622
1020	57793	83718
1021	57873	83695
1022	57951	83669
1023	58021	83632
1024	58102	83610
1025	58173	83574
1026	58251	83549
1027	58330	83523
1028	58420	83514
1029	58506	83499
1030	58584	83472
1031	58656	83437
1032	58731	83407
1033	58808	83378
1034	58882	83345
1035	58956	83313
1036	59022	83268
1037	59097	83238
1038	59186	83225
1039	59251	83179
1040	59324	83145
1041	59401	83116
1042	59482	83093
1043	59545	83044
1044	59630	83026
1045	59708	82998
1046	59778	82959
1047	59859	82934
1048	59940	82911
1049	60012	82874
1050	60075	82825
1051	60158	82803
1052	60229	82765
1053	60309	82739
1054	60383	82705
1055	60469	82687
1056	60556	82671
1057	60633	82640
1058	60715	82616
1059	60796	82591
1060	60870	82556
1061	60939	82515
1062	61009	82474
1063	61088	82447
1064	61175	82428
1065	61252	82398
1066	61327	82363
1067	61401	82328
1068	61477	82296
1069	61547	82254
1070	61624	82223
1071	61706	82197
1072	61774	82155
1073	61845	82114
1074	61920	82080
1075	61993	82043
1076	62069	82009
1077	62145	81976
1078	62215	81935
1079	62291	81901
1080	62366	81866
1081	62440	81830
1082	62518	81798
1083	62588	81757
1084	62661	81720
1085	62744	81695
1086	62824	81666
1087	62906	81639
1088	62974	81594
1089	63049	81559
1090	63122	81520
1091	63195	81483
1092	63274	81452
1093	63349	81416
1094	63410	81362
1095	63483	81323
1096	63556	81284
1097	63624	81240
1098	63697	81201
1099	63773	81166
1100	63854	81138
1101	63932	81104
1102	64004	81064
1103	64082	81031
1104	64152	80989
1105	64213	80934
1106	64300	80912
1107	64381	80883
1108	64453	80843
1109	64525	80802
1110	64596	80760
1111	64675	80727
1112	64750	80690
1113	64819	80646
1114	64904	80621
1115	64980	80585
1116	65052	80543
1117	65123	80501
1118	65191	80455
1119	65270	80422
1120	65343	80382
1121	65416	80341
1122	65491	80304
1123	65562	80261
1124	65627	80211
1125	65694	80163
1126	65764	80119
1127	65837	80078
1128	65920	80050
1129	65994	80011
1130	66067	79970
1131	66141	79930
1132	66219	79896
1133	66296	79860
1134	66356	79803
1135	66422	79753
1136	66500	79719
1137	66570	79673
1138	66647	79637
1139	66718	79593
1140	66782	79542
1141	66852	79497
1142	66936	79468
1143	67002	79418
1144	67072	79374
1145	67141	79327
1146	67219	79291
1147	67295	79253
1148	67372	79216
1149	67438	79166
1150	67502	79114
1151	67579	79077
1152	67651	79033
1153	67720	78987
1154	67788	78940
1155	67868	78905
1156	67942	78865
1157	68017	78824
1158	68103	78798
1159	68178	78757
1160	68243	78706
1161	68316	78663
1162	68394	78626
1163	68464	78580
1164	68550	78553
1165	68651	78543
1166	68721	78496
1167	68806	78467
1168	68911	78461
1169	68988	78423
1170	69053	78370
1171	69129	78331
1172	69202	78287
1173	69275	78244
1174	69352	78206
1175	69420	78157
1176	69491	78111
1177	69556	78059
1178	69635	78022
1179	69705	77975
1180	69772	77925
1181	69852	77889
1182	69939	77861
1183	70067	77878
1184	70230	77935
1185	70291	77877
1186	70351	77819
1187	70419	77769
1188	70485	77718
1189	70550	77664
1190	70619	77615
1191	70688	77567
1192	70755	77516
1193	70827	77470
1194	70890	77415
1195	70977	77386
1196	71047	77339
1197	71119	77293
1198	71194	77250
1199	71266	77205
1200	71330	77150
1201	71392	77094
1202	71451	77034
1203	71514	76978
1204	71576	76922
1205	71637	76864
1206	71699	76808
1207	71772	76763
1208	71837	76710
1209	71901	76654
1210	71964	76599
1211	72028	76544
1212	72099	76497
1213	72180	76460
1214	72260	76423
1215	72344	76389
1216	72420	76348
1217	72493	76302
1218	72569	76260
1219	72647	76220
1220	72725	76179
1221	72798	76134
1222	72884	76102
1223	72963	76063
1224	73032	76013
1225	73121	75984
1226	73210	75955
1227	73272	75897
1228	73349	75856
1229	73419	75807
1230	73489	75757
1231	73580	75730
1232	73646	75677
1233	73714	75625
1234	73770	75562
1235	73835	75508
1236	73890	75443
1237	73931	75365
1238	73974	75288
1239	74018	75212
1240	74059	75133
1241	74102	75057
1242	74148	74983
1243	74192	74907
1244	74234	74830
1245	74274	74751
1246	74315	74673
1247	74358	74597
1248	74399	74519
1249	74444	74444
1250	74484	74365
1251	74526	74287
1252	74571	74214
1253	74617	74141
1254	74664	74069
1255	74705	73992
1256	74750	73917
1257	74792	73840
1258	74837	73767
1259	74874	73685
1260	74916	73609
1261	74962	73537
1262	75000	73456
1263	75035	73373
1264	75083	73303
1265	75127	73228
1266	75172	73155
1267	75215	73079
1268	75257	73004
1269	75298	72926
1270	75342	72853
1271	75385	72777
1272	75427	72701
1273	75474	72630
1274	75514	72553
1275	75555	72476
1276	75597	72401
1277	75649	72334
1278	75691	72258
1279	75732	72182
1280	75774	72106
1281	75817	72032
1282	75859	71956
1283	75904	71884
1284	75943	71806
1285	75983	71728
1286	76024	71652
1287	76063	71575
1288	76107	71502
1289	76149	71427
1290	76191	71352
1291	76231	71275
1292	76272	71199
1293	76315	71125
1294	76355	71049
1295	76397	70974
1296	76437	70897
1297	76477	70821
1298	76518	70745
1299	76561	70672
1300	76607	70601
1301	76649	70526
1302	76689	70451
1303	76735	70379
1304	76775	70304
1305	76818	70230
1306	76863	70159
1307	76907	70086
1308	76951	70014
1309	76993	69940
1310	77044	69874
1311	77083	69798
1312	77125	69723
1313	77165	69648
1314	77207	69574
1315	77249	69501
1316	77289	69425
1317	77331	69352
1318	77375	69280
1319	77419	69208
1320	77463	69136
1321	77502	69060
1322	77545	68987
1323	77587	68914
1324	77631	68843
1325	77675	68771
1326	77716	68697
1327	77763	68628
1328	77806	68556
1329	77849	68484
1330	77892	68412
1331	77935	68339
1332	77976	68265
1333	78016	68191
1334	78057	68117
1335	78100	68045
1336	78141	67972
1337	78186	67901
1338	78231	67831
1339	78273	67759
1340	78315	67686
1341	78356	67612
1342	78398	67540
1343	78438	67466
1344	78481	67394
1345	78522	67321
1346	78562	67247
1347	78602	67173
1348	78643	67100
1349	78681	67025
1350	78720	66950
1351	78757	66874
1352	78801	66803
1353	78843	66731
1354	78888	66662
1355	78929	66589
1356	78972	66518
1357	79011	66444
1358	79052	66371
1359	79091	66297
1360	79134	66226
1361	79178	66156
1362	79218	66083
1363	79260	66011
1364	79303	65941
1365	79343	65867
1366	79387	65797
1367	79435	65731
1368	79475	65659
1369	79519	65589
1370	79563	65519
1371	79612	65453
1372	79674	65399
1373	79716	65328
1374	79764	65262
1375	79811	65194
1376	79852	65122
1377	79892	65050
1378	79938	64982
1379	79987	64917
1380	80030	64847
1381	80069	64774
1382	80110	64702
1383	80149	64629
1384	80187	64555
1385	80237	64490
1386	80278	64419
1387	80323	64351
1388	80375	64288
1389	80419	64219
1390	80461	64149
1391	80503	64078
1392	80542	64005
1393	80583	63934
1394	80627	63866
1395	80674	63799
1396	80717	63730
1397	80772	63670
1398	80812	63598
1399	80853	63528
1400	80900	63461
1401	80946	63394
1402	80986	63322
1403	81030	63254
1404	81078	63189
1405	81125	63123
1406	81166	63052
1407	81208	62982
1408	81248	62911
1409	81301	62850
1410	81341	62778
1411	81384	62709
1412	81431	62643
1413	81469	62571
1414	81511	62501
1415	81552	62431
1416	81597	62363
1417	81642	62296
1418	81683	62226
1419	81725	62157
1420	81771	62090
1421	81811	62020
1422	81856	61953
1423	81901	61886
1424	81944	61817
1425	81981	61744
1426	82019	61672
1427	82067	61608
1428	82112	61541
1429	82156	61474
1430	82201	61407
1431	82248	61342
1432	82289	61271
1433	82328	61201
1434	82372	61133
1435	82414	61064
1436	82455	60995
1437	82495	60925
1438	82539	60857
1439	82583	60790
1440	82630	60725
1441	82680	60662
1442	82730	60600
1443	82777	60535
1444	82822	60468
1445	82870	60404
1446	82909	60334
1447	82952	60266
1448	82998	60201
1449	83046	60136
1450	83090	60070
1451	83128	59998
1452	83171	59931
1453	83215	59864
1454	83256	59796
1455	83304	59731
1456	83349	59665
1457	83403	59606
1458	83452	59543
1459	83498	59478
1460	83542	59411
1461	83585	59344
1462	83635	59282
1463	83688	59222
1464	83732	59156
1465	83770	59085
1466	83815	59019
1467	83850	58946
1468	83896	58881
1469	83953	58824
1470	83994	58756
1471	84033	58686
1472	84074	58618
1473	84115	58550
1474	84168	58489
1475	84215	58425
1476	84258	58359
1477	84305	58295
1478	84343	58224
1479	84380	58154
1480	84420	58085
1481	84471	58024
1482	84513	57957
1483	84552	57888
1484	84593	57819
1485	84632	57750
1486	84680	57687
1487	84725	57622
1488	84768	57556
1489	84816	57493
1490	84861	57428
1491	84903	57360
1492	84943	57292
1493	84987	57227
1494	85030	57160
1495	85070	57092
1496	85110	57024
1497	85151	56956
1498	85191	56888
1499	85234	56822
1500	85277	56756
1501	85315	56687
1502	85360	56623
1503	85400	56554
1504	85443	56489
1505	85482	56420
1506	85532	56359
1507	85575	56293
1508	85622	56230
1509	85676	56171
1510	85719	56106
1511	85763	56041
1512	85808	55976
1513	85874	55926
1514	85942	55876
1515	86018	55832
1516	86092	55787
1517	86168	55742
1518	86252	55703
1519	86341	55667
1520	86417	55622
1521	86496	55580
1522	86590	55547
1523	86670	55505
1524	86746	55460
1525	86822	55416
1526	86902	55374
1527	86989	55336
1528	87069	55294
1529	87147	55250
1530	87214	55199
1531	87297	55158
1532	87367	55110
1533	87466	55079
1534	87539	55032
1535	87635	55000
1536	87711	54955
1537	87796	54915
1538	87868	54867
1539	87938	54818
1540	88007	54769
1541	88078	54720
1542	88147	54671
1543	88229	54629
1544	88298	54579
1545	88374	54533
1546	88455	54491
1547	88528	54443
1548	88612	54403
1549	88710	54370
1550	88779	54321
1551	88856	54275
1552	88934	54231
1553	88999	54178
1554	89072	54131
1555	89149	54085
1556	89225	54039
1557	89298	53991
1558	89380	53949
1559	89458	53904
1560	89540	53862
1561	89650	53835
1562	89721	53786
1563	89798	53741
1564	89871	53693
1565	89935	53639
1566	89996	53584
1567	90059	53530
1568	90289	53575
1569	90372	53532
1570	90442	53482
1571	90510	53430
1572	90576	53378
1573	90646	53328
1574	90711	53274
1575	90780	53224
1576	90852	53174
1577	90920	53123
1578	90987	53070
1579	91055	53019
1580	91121	52967
1581	91192	52917
1582	91261	52866
1583	91328	52813
1584	91392	52759
1585	91457	52706
1586	91524	52653
1587	91593	52602
1588	91660	52550
1589	91733	52501
1590	91802	52450
1591	91876	52401
1592	91940	52347
1593	92004	52293
1594	92067	52238
1595	92129	52183
1596	92191	52128
1597	92256	52074
1598	92330	52026
1599	92410	51981
1600	92477	51928
1601	92542	51874
1602	92605	51819
1603	92679	51770
1604	92776	51735
1605	92854	51688
1606	92927	51639
1607	93002	51591
1608	93071	51539
1609	93154	51495
1610	93227	51445
1611	93301	51396
1612	93371	51345
1613	93456	51302
1614	93522	51248
1615	93597	51200
1616	93665	51148
1617	93748	51103
1618	93825	51056
1619	93899	51007
1620	93981	50961
1621	94045	50907
1622	94123	50860
1623	94200	50812
1624	94270	50761
1625	94347	50712
1626	94432	50669
1627	94513	50623
1628	94592	50576
1629	94674	50531
1630	94750	50483
1631	94827	50434
1632	94911	50390
1633	94986	50341
1634	95066	50294
1635	95140	50245
1636	95216	50196
1637	95296	50150
1638	95382	50106
1639	95463	50060
1640	95541	50012
1641	95617	49963
1642	95690	49912
1643	95766	49863
1644	95833	49810
1645	95917	49765
1646	95995	49717
1647	96098	49681
1648	96173	49632
1649	96254	49585
1650	96330	49536
1651	96409	49488
1652	96490	49441
1653	96566	49392
1654	96642	49343
1655	96709	49289
1656	96789	49241
1657	96874	49196
1658	96958	49151
1659	97040	49104
1660	97114	49054
1661	97184	49001
1662	97269	48956
1663	97349	48908
1664	97424	48858
1665	97499	48808
