iter	RMSE
1515	0.297519475
1516	0.2974373762
1517	0.2974049606
1518	0.2974012532
1519	0.2973533778
1520	0.2971834669
1521	0.2971189125
1522	0.2970436084
1523	0.2969757125
1524	0.2969097552
1525	0.2968461252
1526	0.296794787
1527	0.2967133696
1528	0.2966644407
1529	0.2965714118
1530	0.2965663153
1531	0.2964469848
1532	0.2964424005
1533	0.2963970929
1534	0.2963812098
1535	0.2962690503
1536	0.2961481849
1537	0.2961380696
1538	0.2959546703
1539	0.2959060011
1540	0.2957480356
1541	0.295742373
1542	0.2956881037
1543	0.2955986329
1544	0.2955782829
1545	0.2955482206
1546	0.295422488
1547	0.2953574181
1548	0.2952995838
1549	0.2952320642
1550	0.2952290986
1551	0.2951750724
1552	0.2951644485
1553	0.2950935588
1554	0.2949998492
1555	0.2949542231
1556	0.294913332
1557	0.2948455499
1558	0.2948219932
1559	0.2947503344
1560	0.2946517771
1561	0.2946027554
1562	0.2944806191
1563	0.2943210838
1564	0.294313391
1565	0.2942093928
1566	0.2941995912
1567	0.2940961455
1568	0.2940263683
1569	0.293939175
1570	0.2939102189
1571	0.2938415573
1572	0.2938360253
1573	0.293775571
1574	0.2937312789
1575	0.2937260935
1576	0.293641235
1577	0.293581657
1578	0.2935072547
1579	0.2934918981
1580	0.2934336009
1581	0.2933691441
1582	0.2933568859
1583	0.2932785637
1584	0.2931951451
1585	0.2931879711
1586	0.2931372711
1587	0.2930816837
1588	0.2930179103
1589	0.2928200386
1590	0.2927098084
1591	0.2926771924
1592	0.2925789568
1593	0.2924859662
1594	0.2924849693
1595	0.2924297319
1596	0.2924195744
1597	0.2923623681
1598	0.2922745072
1599	0.2921314058
1600	0.2921163531
1601	0.2921154594
1602	0.292062524
1603	0.292023525
1604	0.2920225722
1605	0.2919912275
1606	0.2919179958
1607	0.2918731999
1608	0.291808724
1609	0.2917189774
1610	0.2916902205
1611	0.2916813413
1612	0.2915899629
1613	0.2915654666
1614	0.2914839687
1615	0.2914558511
1616	0.2914427375
1617	0.2913743976
1618	0.29136428
1619	0.2912633435
1620	0.2912321694
1621	0.2912059299
1622	0.2911823705
1623	0.2911219939
1624	0.2910174431
1625	0.2909031302
1626	0.2908785895
1627	0.2908488732
1628	0.2908362316
1629	0.2907385537
1630	0.2905912074
1631	0.2905203765
1632	0.2904460321
1633	0.2903542096
1634	0.2903295105
1635	0.2900519239
1636	0.2900289646
1637	0.2899326211
1638	0.289875829
1639	0.2898541486
1640	0.2898338135
1641	0.2898215632
1642	0.2897352566
1643	0.2897187753
1644	0.2896781827
1645	0.2896704346
1646	0.2896627914
1647	0.2896092231
1648	0.2895649102
1649	0.2894727985
1650	0.2894600179
1651	0.2894488618
1652	0.2893694925
1653	0.2893155434
1654	0.2892650835
1655	0.2892000937
1656	0.289143901
1657	0.2891176364
1658	0.2890757531
1659	0.2890367741
1660	0.288976671
1661	0.2889496366
1662	0.2888803381
1663	0.2888132772
1664	0.2887211875
1665	0.2886303611
1666	0.2885576928
1667	0.2884774693
1668	0.2884247553
1669	0.2883836846
1670	0.288298863
1671	0.2882478612
1672	0.2881180691
1673	0.2880862851
1674	0.2880098002
1675	0.2879925831
1676	0.2879387846
1677	0.2878895918
1678	0.2878066268
1679	0.2877617796
1680	0.2877345586
1681	0.2877230799
1682	0.2876841262
1683	0.2876071075
1684	0.2875791089
1685	0.2875405957
1686	0.2874582503
1687	0.287411585
1688	0.2873107702
1689	0.2872420039
1690	0.2872060448
1691	0.2871585652
1692	0.2870681153
1693	0.2870509422
1694	0.2869839426
1695	0.2869466721
1696	0.2869026203
1697	0.2868653177
1698	0.2868292256
1699	0.2867953926
1700	0.2867678108
1701	0.2866997422
1702	0.2865823527
1703	0.2864702704
1704	0.2863517682
1705	0.2863303845
1706	0.2862933336
1707	0.286244366
1708	0.2861524364
1709	0.2861184684
1710	0.2861116065
1711	0.2860467041
1712	0.285857732
1713	0.2857952457
1714	0.2857444857
1715	0.2856803473
1716	0.2856526706
1717	0.28564559
1718	0.285619349
1719	0.2856071724
1720	0.2854988579
1721	0.2854245887
1722	0.285378181
1723	0.2853716309
1724	0.2853498894
1725	0.285313595
1726	0.2852606307
1727	0.2852075441
1728	0.2851751504
1729	0.2851711935
1730	0.2851113124
1731	0.2850452588
1732	0.2850177472
1733	0.285008124
1734	0.284953293
1735	0.2848458107
1736	0.2847423161
1737	0.2846725144
1738	0.284621367
1739	0.2844794746
1740	0.2844535501
1741	0.284411987
1742	0.2843734488
1743	0.2843116207
1744	0.2842793263
1745	0.2842720489
1746	0.2842304728
1747	0.2842125309
1748	0.2840410528
1749	0.2840018229
1750	0.2838651605
1751	0.2838037588
1752	0.2836752773
1753	0.28365471
1754	0.2835347622
1755	0.2835294042
1756	0.2834141265
1757	0.2833801588
1758	0.2833030906
1759	0.2832971661
1760	0.2832841277
1761	0.2831888236
1762	0.2831098431
1763	0.2830835007
1764	0.2830513278
1765	0.2829175372
1766	0.2828451343
1767	0.2828119077
1768	0.2827388253
1769	0.2826510224
1770	0.2826444051
1771	0.2825962872
1772	0.2825232424
1773	0.2824804
1774	0.282360851
1775	0.2822971403
1776	0.2822588805
1777	0.2822404393
1778	0.2822067751
1779	0.2821776821
1780	0.2821492228
1781	0.282099598
1782	0.2820005575
1783	0.2819734963
1784	0.2819014412
1785	0.2818968915
1786	0.2817932027
1787	0.281763692
1788	0.2817595383
1789	0.2816905822
1790	0.2816431709
1791	0.2815849167
1792	0.2815073642
1793	0.2814970631
1794	0.2814478704
1795	0.2814441526
1796	0.2814137381
1797	0.2813756997
1798	0.2812929845
1799	0.2812601228
1800	0.2812089064
1801	0.2811803597
1802	0.281081894
1803	0.2810017021
1804	0.2809676299
1805	0.2809314168
1806	0.28088688
1807	0.2808250769
1808	0.2807307304
1809	0.280650505
1810	0.2805999459
1811	0.2805968258
1812	0.2805884576
1813	0.2805647312
1814	0.2805561072
1815	0.2805459233
1816	0.2804355214
1817	0.2803940905
1818	0.2802842838
1819	0.2802707356
1820	0.280231182
1821	0.2800575819
1822	0.279972043
1823	0.2799025683
1824	0.2798131136
1825	0.27973152
1826	0.2796807798
1827	0.2796273889
1828	0.2794569593
1829	0.2794110638
1830	0.279400488
1831	0.279399642
1832	0.2793605004
1833	0.2793098153
1834	0.2792456472
1835	0.2792055967
1836	0.2791410761
1837	0.27908782
1838	0.2790704343
1839	0.2790406588
1840	0.2790303527
1841	0.2789884296
1842	0.2789702971
1843	0.2788601023
1844	0.2788358523
1845	0.2788053723
1846	0.2787605672
1847	0.2787247892
1848	0.2786770903
1849	0.2785531629
1850	0.2785232855
1851	0.2785104251
1852	0.2784854803
1853	0.2784559881
1854	0.278412185
1855	0.2783491483
1856	0.2783025773
1857	0.2782741941
1858	0.2782463243
1859	0.2781797041
1860	0.2781173647
1861	0.2780245904
1862	0.277953893
1863	0.2778837819
1864	0.2777686247
1865	0.2776513403
1866	0.2776232897
1867	0.2775745515
1868	0.2775414021
1869	0.2774870346
1870	0.2774237253
1871	0.2773835424
1872	0.277304077
1873	0.2772654042
1874	0.2772253459
1875	0.2771550331
1876	0.2770558369
1877	0.2770337592
1878	0.2770134158
1879	0.2769720508
1880	0.2769365543
1881	0.2769099925
1882	0.2768788047
1883	0.2768211999
1884	0.2767971637
1885	0.2767010424
1886	0.2766502216
1887	0.2765867597
1888	0.2765433476
1889	0.2765241587
1890	0.276405162
1891	0.2763685536
1892	0.2763298569
1893	0.2762968252
1894	0.2762441992
1895	0.2762126514
1896	0.2760755328
1897	0.2760004058
1898	0.2759666841
1899	0.2759158252
1900	0.2758911038
1901	0.2757957605
1902	0.2757274911
1903	0.2757026731
1904	0.2756913263
1905	0.275653976
1906	0.2756238579
1907	0.2755712828
1908	0.2755056327
1909	0.2754848563
1910	0.2754714876
1911	0.275414989
1912	0.2753871619
1913	0.2753711026
1914	0.2753018214
1915	0.275281607
1916	0.2752739451
1917	0.2752577516
1918	0.2751331893
1919	0.2751010791
1920	0.275086196
1921	0.2750056158
1922	0.274998234
1923	0.2749515647
1924	0.2747926949
1925	0.2747812735
1926	0.2746941906
1927	0.2746081427
1928	0.2745930349
1929	0.2745667448
1930	0.2744915895
1931	0.2744767802
1932	0.2744435927
1933	0.2743129668
1934	0.274303216
1935	0.2742921449
1936	0.2742182088
1937	0.2741812603
1938	0.2741548757
1939	0.2740782151
1940	0.2740049474
1941	0.2739834839
1942	0.2739604345
1943	0.2739516607
1944	0.2738703567
1945	0.2738507165
1946	0.273741191
1947	0.2736846788
1948	0.2736489454
1949	0.273631774
1950	0.2736132019
1951	0.2735735809
1952	0.2735492057
1953	0.2734950017
1954	0.2734704397
1955	0.2733986326
1956	0.2733737469
1957	0.2733375877
1958	0.2732514407
1959	0.273230612
1960	0.2731065553
1961	0.273094378
1962	0.2730238616
1963	0.272996413
1964	0.2729830181
1965	0.2729243362
1966	0.272854787
1967	0.2728466955
1968	0.2727692331
1969	0.2726845382
1970	0.2726685509
1971	0.2725792619
1972	0.27250906
1973	0.2724304387
1974	0.2724282112
1975	0.2723748914
1976	0.2723051683
1977	0.2722309323
1978	0.2722068506
1979	0.2721793883
1980	0.2721379213
1981	0.2721071664
1982	0.2720574347
1983	0.2719762189
1984	0.2719403187
1985	0.2719015306
1986	0.2718764438
1987	0.2718636002
1988	0.2718514967
1989	0.2718302535
1990	0.271809297
1991	0.2717663879
1992	0.2717452818
1993	0.2716610567
1994	0.2716272782
1995	0.2716166281
1996	0.2716055421
1997	0.2715207645
1998	0.2715081216
1999	0.2714517682
2000	0.2714249616
2001	0.2713996326
2002	0.2713583184
2003	0.2713299771
2004	0.2713000689
2005	0.2712828756
2006	0.2712753675
2007	0.2712234777
2008	0.2711395958
2009	0.2711323148
2010	0.2711248822
2011	0.2711113857
2012	0.2710963168
2013	0.2710851545
2014	0.2708421936
2015	0.2708177248
2016	0.270760557
2017	0.2706774906
2018	0.2706697894
2019	0.2705487144
2020	0.2704895526
2021	0.2704718655
2022	0.2704478836
2023	0.2704171587
2024	0.2703998651
2025	0.2703463893
2026	0.2703384983
2027	0.2703345828
2028	0.2702874375
2029	0.2702521779
2030	0.2702325498
2031	0.270200118
2032	0.2701885126
2033	0.2701380468
2034	0.2701093645
2035	0.2700877349
2036	0.2700578689
2037	0.2699910538
2038	0.2699841148
2039	0.2699675626
2040	0.2699580753
2041	0.2699121239
2042	0.2699023248
2043	0.269879174
2044	0.2698326056
2045	0.2697726946
2046	0.2697527403
2047	0.2697257502
2048	0.2697166724
2049	0.2696885026
2050	0.2696615833
2051	0.2696373911
2052	0.2696307597
2053	0.2696194065
2054	0.2695860113
2055	0.2695577576
2056	0.2694517062
2057	0.2694171689
2058	0.269406303
2059	0.2693762975
2060	0.2692729924
2061	0.269229686
2062	0.2692128865
2063	0.2691759537
2064	0.2691266752
2065	0.2691000419
2066	0.269067678
2067	0.2689807977
2068	0.2687546344
2069	0.2687086199
2070	0.2686738791
2071	0.2685254429
2072	0.2684284642
2073	0.2683669987
2074	0.2683425004
2075	0.2683265327
2076	0.2683085585
2077	0.2682739729
2078	0.2682530042
2079	0.2682322558
2080	0.2681924858
2081	0.2681559503
2082	0.2680626942
2083	0.2680314259
2084	0.2680116131
2085	0.2679656913
2086	0.2679422664
2087	0.2679324048
2088	0.2678591323
2089	0.2678377929
2090	0.2678289071
2091	0.2678008648
2092	0.2677401758
2093	0.2676001796
2094	0.2675819263
2095	0.2675459217
2096	0.2675228686
2097	0.2675008238
2098	0.2674901996
2099	0.2674607011
2100	0.2673733105
2101	0.2673060757
2102	0.26727393
2103	0.2672569011
2104	0.2672431782
2105	0.2672269812
2106	0.2671927781
2107	0.267183024
2108	0.2671545566
2109	0.2671311054
2110	0.2670680467
2111	0.2669954839
2112	0.2669453104
2113	0.2669253662
2114	0.2669103661
2115	0.2668812937
2116	0.2668231758
2117	0.2667497103
2118	0.2667051259
2119	0.2666751913
2120	0.2665823263
2121	0.2665506032
2122	0.2664920642
2123	0.2664832946
2124	0.2664711129
2125	0.2664206262
2126	0.2663727506
2127	0.2663224895
2128	0.2662773362
2129	0.2662442868
2130	0.2661912749
2131	0.2661592325
2132	0.2660846395
2133	0.2660458337
2134	0.2660121647
2135	0.2659794624
2136	0.2659588267
2137	0.2659511279
2138	0.2659423637
2139	0.2659116606
2140	0.2659005162
2141	0.2658706484
2142	0.2658564754
2143	0.2658263428
2144	0.2658065182
2145	0.2657423751
2146	0.2657223107
2147	0.2656966362
2148	0.2656378472
2149	0.2656148089
2150	0.2655647996
2151	0.2655221917
2152	0.2654853935
2153	0.2654305455
2154	0.2653752305
2155	0.2653015637
2156	0.2652541045
2157	0.265203659
2158	0.2651724141
2159	0.2650961322
2160	0.2650749883
2161	0.2650611527
2162	0.2650586036
2163	0.2650168437
2164	0.2649680448
2165	0.2649311791
2166	0.2649121677
2167	0.2649079627
2168	0.2648385849
2169	0.2648160696
2170	0.2647621936
2171	0.2647345593
2172	0.264591984
2173	0.2644946958
2174	0.264469397
2175	0.2644564891
2176	0.2643126593
2177	0.26425503
2178	0.2642275206
2179	0.2641847397
2180	0.2640624403
2181	0.2640586718
2182	0.2640390289
2183	0.2640109787
2184	0.2640066686
2185	0.2639814962
2186	0.2638638948
2187	0.2638398242
2188	0.2637305605
2189	0.2637007309
2190	0.2636689596
2191	0.2636505471
2192	0.2636218029
2193	0.2635987968
2194	0.2634730769
2195	0.2634374603
2196	0.2633858202
2197	0.2633502138
2198	0.2632790245
2199	0.2632207568
2200	0.2632063523
2201	0.2631786592
2202	0.2631601335
2203	0.2631025272
2204	0.2630157494
2205	0.2629922795
2206	0.2629600162
2207	0.2628823183
2208	0.2628557602
2209	0.2627902594
2210	0.2627778882
2211	0.2627673443
2212	0.2626747246
2213	0.2626730711
2214	0.2626434409
2215	0.2625924504
2216	0.262581967
2217	0.2625513545
2218	0.262528239
2219	0.2624923401
2220	0.2624313572
2221	0.2623889866
2222	0.2623632944
2223	0.2623354505
2224	0.2622474154
2225	0.2621939079
2226	0.2621388236
2227	0.2620888317
2228	0.2620781661
2229	0.2620473865
2230	0.2620013197
2231	0.2619793936
2232	0.2619123762
2233	0.2618884521
2234	0.2618057789
2235	0.2617836234
2236	0.2616980248
2237	0.2616803224
2238	0.2616600827
2239	0.2615780625
2240	0.2615546832
2241	0.26153328
2242	0.2615064209
2243	0.261452904
2244	0.2613596317
2245	0.2613255641
2246	0.2612822257
2247	0.2612208104
2248	0.2612113225
2249	0.2611867284
2250	0.2611524865
2251	0.261093587
2252	0.261080695
2253	0.2609904254
2254	0.2609356154
2255	0.2608900659
2256	0.26080552
2257	0.2607545464
2258	0.260708568
2259	0.2606739609
2260	0.2606330799
2261	0.2605853472
2262	0.2605630157
2263	0.2605110112
2264	0.2604828201
2265	0.2604111654
2266	0.2603880787
2267	0.2603831787
2268	0.2603712681
2269	0.260272151
2270	0.2601936099
2271	0.2601577835
2272	0.2601198164
2273	0.2600938937
2274	0.2600088178
2275	0.2599220942
2276	0.2598953429
2277	0.2597948649
2278	0.2597632828
2279	0.2596958746
2280	0.2596382402
2281	0.2596120712
2282	0.2595967523
2283	0.2595379885
2284	0.2595044854
2285	0.2594647579
2286	0.2594589052
2287	0.259447681
2288	0.2593890177
2289	0.2592765082
2290	0.2592558745
2291	0.2591924478
2292	0.259114757
2293	0.2591042376
2294	0.2590674608
2295	0.2590440783
2296	0.258981558
2297	0.2589571144
2298	0.2589213466
2299	0.2588750619
2300	0.2588223043
2301	0.258743675
2302	0.2586969485
2303	0.258686634
2304	0.2586410881
2305	0.2586255431
2306	0.258547811
2307	0.2585154798
2308	0.2584257765
2309	0.2583994727
2310	0.2583472136
2311	0.2582845813
2312	0.2582549181
2313	0.2582099591
2314	0.2581682296
2315	0.2581158079
2316	0.258088986
2317	0.2580769267
2318	0.2580384679
2319	0.2580094266
2320	0.2579951842
2321	0.2579568599
2322	0.2579423567
2323	0.2579331561
2324	0.2579209676
2325	0.2579033381
2326	0.2578626961
2327	0.2577797167
2328	0.2577547683
2329	0.257738278
2330	0.2576363635
2331	0.2576265058
2332	0.2575784718
2333	0.2575589132
2334	0.257519539
2335	0.2575123901
2336	0.2574984095
2337	0.257482541
2338	0.2574493198
2339	0.2574142412
2340	0.257341532
2341	0.2572837175
2342	0.2572667496
2343	0.2572000554
2344	0.2571343649
2345	0.2571052091
2346	0.2570753501
2347	0.2570621484
2348	0.2569585965
2349	0.2569527428
2350	0.2568904942
2351	0.2568099443
2352	0.2567471135
2353	0.256712548
2354	0.2566418913
2355	0.2565861718
2356	0.2565545589
2357	0.2565241357
2358	0.256459463
2359	0.2564536269
2360	0.2564419963
2361	0.2564123668
2362	0.2563580494
2363	0.2562649714
2364	0.25624318
2365	0.2562116755
2366	0.2561153884
2367	0.2560945367
2368	0.2560352219
2369	0.2560096378
2370	0.2559918262
2371	0.2559568809
2372	0.2558713662
2373	0.2558321617
2374	0.2558074827
2375	0.2557408623
2376	0.2557084717
2377	0.2556241037
2378	0.2554447245
2379	0.2553832233
2380	0.2553667445
2381	0.2553423091
2382	0.2552484774
2383	0.2552312773
2384	0.2551708699
2385	0.2551237174
2386	0.2550730752
2387	0.2550061093
2388	0.2549964304
2389	0.2549544062
2390	0.2549205568
2391	0.2548992084
2392	0.2548370674
2393	0.2548102705
2394	0.254779938
2395	0.2547138569
2396	0.2546682682
2397	0.2546390455
2398	0.2545682497
2399	0.2545029659
2400	0.2544910236
2401	0.2544654675
2402	0.2544372645
2403	0.2543638192
2404	0.2542672525
2405	0.2542275302
2406	0.2541843035
2407	0.254111656
2408	0.2540719457
2409	0.2540255023
2410	0.2539283872
2411	0.2538947743
2412	0.2538368877
2413	0.2538182855
2414	0.2538064828
2415	0.25375764
2416	0.253714836
2417	0.2536958352
2418	0.2536714411
2419	0.2536603396
2420	0.2536011654
2421	0.2535744462
2422	0.2535481887
2423	0.253532767
2424	0.2535113849
2425	0.2534769485
2426	0.2533576907
2427	0.2533329034
2428	0.2533061894
2429	0.2532996642
2430	0.2532756978
2431	0.2532494433
2432	0.2532088282
2433	0.2531643152
2434	0.2531496021
2435	0.2531079612
2436	0.2530929036
2437	0.2530644818
2438	0.2530206839
2439	0.2529568426
2440	0.2529413409
2441	0.2529126238
2442	0.2528562734
2443	0.2528290447
2444	0.2528053668
2445	0.2527773812
2446	0.2527248184
2447	0.252677516
2448	0.2526161339
2449	0.2524806217
2450	0.2524586767
2451	0.2524000725
2452	0.2523626219
2453	0.2522045928
2454	0.2521754321
2455	0.252111045
2456	0.2520690131
2457	0.2520454088
2458	0.2520145793
2459	0.251994185
2460	0.2519420442
2461	0.2519291014
2462	0.2519113603
2463	0.2518867591
2464	0.2518654805
2465	0.2518527794
2466	0.251814548
2467	0.2516337506
2468	0.2516075959
2469	0.2515802821
2470	0.251547057
2471	0.251515506
2472	0.2514745369
2473	0.2514457875
2474	0.2514010781
2475	0.251263425
2476	0.2512565064
2477	0.2512229674
2478	0.2511480291
2479	0.2510983212
2480	0.2510743167
2481	0.251067146
2482	0.2510454169
2483	0.2510355189
2484	0.2510232345
2485	0.2509955247
2486	0.2509599823
2487	0.2509399918
2488	0.2509118352
2489	0.2508336226
2490	0.2507406913
2491	0.2507014479
2492	0.2506462748
2493	0.2506253247
2494	0.2505770848
2495	0.2505441528
2496	0.250517647
2497	0.2504359742
2498	0.2503937445
2499	0.2503676357
