iter	RMSE
239	0.4813922174
240	0.4809880782
241	0.4806554663
242	0.4804521789
243	0.4802424802
244	0.4801195208
245	0.4796194181
246	0.4794165371
247	0.479106557
248	0.4789059318
249	0.4784766956
250	0.4779752349
251	0.4779101672
252	0.4774262942
253	0.477047926
254	0.4766619923
255	0.476219675
256	0.4759495438
257	0.4758493366
258	0.4757046583
259	0.4755821438
260	0.4754798662
261	0.475093288
262	0.4747594305
263	0.4738036655
264	0.4728563972
265	0.472762192
266	0.472038132
267	0.4716943373
268	0.4716696451
269	0.4712955999
270	0.4708819194
271	0.4704166823
272	0.4703766523
273	0.4698019416
274	0.4689783828
275	0.4686058417
276	0.468379355
277	0.4681287124
278	0.4674989412
279	0.4672038123
280	0.4661785277
281	0.4657875381
282	0.4652796254
283	0.4650088264
284	0.4646569406
285	0.4643249471
286	0.4639182035
287	0.4637370829
288	0.4626145005
289	0.4618672139
290	0.461534692
291	0.4615015076
292	0.4610140188
293	0.4609149153
294	0.4605140229
295	0.4603817946
296	0.4603136726
297	0.460232292
298	0.4601488515
299	0.4599741617
300	0.4599688154
301	0.459838277
302	0.459546777
303	0.4595310937
304	0.4591969132
305	0.4591900684
306	0.4587141779
307	0.4586901304
308	0.4583750013
309	0.4583378093
310	0.4577623192
311	0.4576665399
312	0.4576386434
313	0.4572026591
314	0.4565548614
315	0.4565445971
316	0.4561842392
317	0.4560508084
318	0.4557906505
319	0.4554410622
320	0.4554304585
321	0.45540494
322	0.4553691112
323	0.45503159
324	0.45502135
325	0.4540939285
326	0.4538706682
327	0.4538608078
328	0.4533725976
329	0.4532459497
330	0.4532400981
331	0.4530040151
332	0.4529763948
333	0.4525376162
334	0.4522546548
335	0.4521393324
336	0.4521130024
337	0.4519750123
338	0.4519636289
339	0.4517124348
340	0.4506411869
341	0.4506156962
342	0.4504648914
343	0.4499916333
344	0.4494528026
345	0.4491766426
346	0.4486815382
347	0.4483965032
348	0.4481913553
349	0.4480991922
350	0.4473544352
351	0.44734562
352	0.4471534906
353	0.4470330319
354	0.4469310412
355	0.4459090773
356	0.4458451693
357	0.4452975287
358	0.4442798884
359	0.4434291694
360	0.4427823705
361	0.4418300294
362	0.4415508081
363	0.4411401396
364	0.4401541777
365	0.4391151896
366	0.4387864521
367	0.4386963924
368	0.4386729621
369	0.4383023826
370	0.438134985
371	0.4380704302
372	0.4374093115
373	0.4369122999
374	0.4366906841
375	0.4363796573
376	0.43622781
377	0.4362030294
378	0.4356800086
379	0.4353763528
380	0.4352152914
381	0.4349579493
382	0.4346651328
383	0.4345140692
384	0.4343232817
385	0.4340879327
386	0.4340750941
387	0.4338570772
388	0.4338284165
389	0.4337601482
390	0.4333887475
391	0.4330657532
392	0.4327697027
393	0.4321847474
394	0.4319857547
395	0.4314679875
396	0.4310223
397	0.4310158187
398	0.4307360984
399	0.4301361705
400	0.4295090364
401	0.4291032477
402	0.4285678105
403	0.4283285929
404	0.4281568389
405	0.4276261902
406	0.4275548294
407	0.4273318731
408	0.4271955164
409	0.4270938297
410	0.4266991913
411	0.4265040887
412	0.4260125666
413	0.4258326464
414	0.4257157577
415	0.4255388122
416	0.425354998
417	0.4253443537
418	0.4246466898
419	0.4244493267
420	0.4244111353
421	0.4243250527
422	0.4242185582
423	0.4241275404
424	0.4239513861
425	0.4239300467
426	0.4236469594
427	0.4235978129
428	0.423494997
429	0.4231042519
430	0.4228833114
431	0.4224405437
432	0.4219166764
433	0.4217413537
434	0.4216413945
435	0.4212197992
436	0.4208767103
437	0.4207874438
438	0.4207775858
439	0.4205153974
440	0.4204698868
441	0.4203763163
442	0.4199873863
443	0.4198826412
444	0.4189668227
445	0.4188743794
446	0.4187255971
447	0.4184863012
448	0.4182804612
449	0.4178219844
450	0.4174568247
451	0.4171183545
452	0.4168013107
453	0.4167232072
454	0.4165651165
455	0.4165474092
456	0.4164007933
457	0.416042217
458	0.4156160534
459	0.4156026522
460	0.4154683059
461	0.4148620504
462	0.4146945509
463	0.4143616042
464	0.4141659201
465	0.4139169228
466	0.4137517641
467	0.4136142033
468	0.4132624761
469	0.4130517113
470	0.4128199071
471	0.4126845538
472	0.4123886741
473	0.4121719587
474	0.4120996568
475	0.4120149419
476	0.4117275333
477	0.4117138419
478	0.4117028386
479	0.411211057
480	0.4111996945
481	0.411073455
482	0.4107558056
483	0.41028599
484	0.4101208403
485	0.4099657214
486	0.4097986871
487	0.4095874803
488	0.4091512639
489	0.4090044547
490	0.4086244386
491	0.4086174817
492	0.4084175981
493	0.4082504395
494	0.4081129292
495	0.4079945802
496	0.4076566894
497	0.407366451
498	0.4071240049
499	0.4070310176
500	0.4065409129
501	0.4064642021
502	0.406109011
503	0.4060364035
504	0.4058277925
505	0.4053733176
506	0.4051506905
507	0.4050218959
508	0.4050017181
509	0.404706336
510	0.4043760668
511	0.4042227914
512	0.4041168989
513	0.4040633487
514	0.4037943288
515	0.4036710879
516	0.4035107626
517	0.4033006052
518	0.4031698746
519	0.4030218934
520	0.4027914453
521	0.4026940625
522	0.402452212
523	0.4022778256
524	0.4022290338
525	0.4019871289
526	0.4017979238
527	0.4016794529
528	0.4015238055
529	0.4012886464
530	0.4011228992
531	0.4009837535
532	0.400704054
533	0.4005606139
534	0.4003516723
535	0.4002149257
536	0.4001692506
537	0.3999384965
538	0.3997833933
539	0.3995616513
540	0.3994228611
541	0.3988069897
542	0.398613979
543	0.3984692488
544	0.3982402701
545	0.398022271
546	0.3979226321
547	0.3978432209
548	0.3976321156
549	0.3974512291
550	0.3972458828
551	0.3968958206
552	0.3967890481
553	0.3965640572
554	0.3964390553
555	0.3963469671
556	0.3957765959
557	0.3957015479
558	0.3955011127
559	0.3954523323
560	0.395342032
561	0.3950683678
562	0.3949709155
563	0.3949016234
564	0.3947828828
565	0.3947525794
566	0.3946886693
567	0.3945811033
568	0.3944499251
569	0.3942622818
570	0.3941402388
571	0.3938272026
572	0.3936601382
573	0.393576821
574	0.3934866607
575	0.3934323801
576	0.3932288687
577	0.3931934043
578	0.3930738996
579	0.3929615552
580	0.3929222804
581	0.3928279313
582	0.392304049
583	0.3922053043
584	0.3921634921
585	0.3919929223
586	0.3916794532
587	0.3916425367
588	0.3915051948
589	0.3913913
590	0.3913328194
591	0.391264628
592	0.3911726198
593	0.3910992752
594	0.3907224504
595	0.3904932788
596	0.390121792
597	0.3897903642
598	0.3897528759
599	0.3897172665
600	0.3896477656
601	0.3896398298
602	0.3893890462
603	0.3892817861
604	0.3890751497
605	0.3888674461
606	0.3887697814
607	0.388441745
608	0.3881801728
609	0.3879958929
610	0.3878984993
611	0.3877070657
612	0.3876015339
613	0.3874065887
614	0.3872526305
615	0.387191957
616	0.3871369317
617	0.3870416918
618	0.3869530131
619	0.3868202847
620	0.3865083424
621	0.3864531871
622	0.3863875205
623	0.3861318526
624	0.3859408725
625	0.3855303306
626	0.3854362605
627	0.3853938342
628	0.3852996104
629	0.3851700875
630	0.3849210129
631	0.3846949218
632	0.3844068846
633	0.3843702326
634	0.3843296668
635	0.3842069227
636	0.3841357771
637	0.3841104546
638	0.3839628033
639	0.383943419
640	0.3838360006
641	0.3836220861
642	0.3835261114
643	0.3834177314
644	0.3833712129
645	0.3832174956
646	0.3831833562
647	0.3830055847
648	0.3828816813
649	0.3826979299
650	0.3826141631
651	0.3825093193
652	0.3824866859
653	0.3823207459
654	0.3819074953
655	0.381708501
656	0.3815373666
657	0.381387118
658	0.3813051481
659	0.3811341995
660	0.3810333045
661	0.3808146605
662	0.3807357087
663	0.380690793
664	0.3805987576
665	0.3804367121
666	0.3801763595
667	0.3800200773
668	0.3799711832
669	0.3799397928
670	0.3797587612
671	0.379717185
672	0.3796140108
673	0.3796099684
674	0.3794375543
675	0.3792925113
676	0.379224828
677	0.3791585948
678	0.3789093556
679	0.3785870559
680	0.3785057676
681	0.3783396093
682	0.3783231343
683	0.3782189524
684	0.3777860582
685	0.377546304
686	0.3775142178
687	0.3772543208
688	0.3770251667
689	0.3769357844
690	0.3768125927
691	0.3766806687
692	0.3762268118
693	0.3760672417
694	0.3759236024
695	0.3758320796
696	0.3757674024
697	0.3756043165
698	0.3755260005
699	0.3753947453
700	0.3753071832
701	0.3752267748
702	0.3750916345
703	0.3750891284
704	0.3749698256
705	0.3748503506
706	0.3747706174
707	0.3747341374
708	0.374640638
709	0.3744287888
710	0.3743166159
711	0.3742744254
712	0.3741842948
713	0.374144959
714	0.3740860941
715	0.3737354111
716	0.3735478325
717	0.3735066769
718	0.3733278857
719	0.3732644688
720	0.3728221677
721	0.3727321241
722	0.3725991903
723	0.3724963319
724	0.3723360967
725	0.3721925877
726	0.3721171681
727	0.3720012247
728	0.371966835
729	0.3719072097
730	0.3714928565
731	0.3714210579
732	0.3713027907
733	0.3711326026
734	0.3711053604
735	0.3709279203
736	0.3708902711
737	0.370766928
738	0.3707368032
739	0.3704830652
740	0.3704354891
741	0.3702193609
742	0.3700964989
743	0.3700436772
744	0.3697627117
745	0.3696544811
746	0.3695373349
747	0.3695086678
748	0.3693785662
749	0.3693634416
750	0.369328863
751	0.3691673611
752	0.3691002685
753	0.3689820461
754	0.3689363868
755	0.3688963742
756	0.3687751182
757	0.3687308798
758	0.3686621249
759	0.3686589537
760	0.3684032258
761	0.3683600907
762	0.368306564
763	0.368115928
764	0.3678728855
765	0.36785901
766	0.3677384126
767	0.367646544
768	0.3675523375
769	0.367516333
770	0.3674375788
771	0.3670100734
772	0.3669002825
773	0.3667723664
774	0.3664317357
775	0.3663132202
776	0.3660968122
777	0.366006306
778	0.3658028901
779	0.3655838336
780	0.3654447415
781	0.3653751204
782	0.3652559163
783	0.3652425513
784	0.3651900682
785	0.3649411907
786	0.3648475698
787	0.3646426225
788	0.3642577285
789	0.3641576476
790	0.3638485327
791	0.3635708545
792	0.3635083716
793	0.3633909633
794	0.3632327824
795	0.3631737083
796	0.3631419533
797	0.3629140816
798	0.3628528696
799	0.3627499869
800	0.3624875823
801	0.3623647191
802	0.3622452225
803	0.3620651872
804	0.3619678898
805	0.3618514562
806	0.3616364257
807	0.3616274508
808	0.3614762053
809	0.3612166665
810	0.3612144932
811	0.3611606451
812	0.3609587428
813	0.360865271
814	0.360840968
815	0.3608056653
816	0.3607508307
817	0.3606692375
818	0.3606214448
819	0.360520036
820	0.3604049202
821	0.3603509069
822	0.3603393491
823	0.360215242
824	0.3601492246
825	0.360092768
826	0.3599104222
827	0.3598097538
828	0.3597312952
829	0.3596161817
830	0.3592634161
831	0.3592247906
832	0.3591550773
833	0.3590128822
834	0.3588849203
835	0.358824582
836	0.3588135101
837	0.3586339093
838	0.358530887
839	0.3583303293
840	0.3582424351
841	0.3581874508
842	0.3579876471
843	0.3577641092
844	0.3576769245
845	0.3575143922
846	0.3574669875
847	0.357336876
848	0.3572059607
849	0.357088811
850	0.3570014465
851	0.3569060961
852	0.3568615305
853	0.3566837129
854	0.3565961833
855	0.3565850027
856	0.3564021412
857	0.356241593
858	0.3561057202
859	0.3559215351
860	0.3558060555
861	0.3555831959
862	0.355481676
863	0.3554123591
864	0.3554032867
865	0.3553217462
866	0.3552129802
867	0.3551485571
868	0.3550208109
869	0.3547438656
870	0.3546698196
871	0.3546034894
872	0.3545934245
873	0.3545092804
874	0.3543355481
875	0.3542543075
876	0.3541649113
877	0.3540105144
878	0.3539394586
879	0.353843338
880	0.3536625696
881	0.353527663
882	0.3534580093
883	0.3534269025
884	0.3533065595
885	0.3530641454
886	0.352930985
887	0.3528443978
888	0.3526670372
889	0.3526392997
890	0.3525826067
891	0.3524132405
892	0.3523917508
893	0.3523666597
894	0.352214987
895	0.3521520688
896	0.3520006665
897	0.3519173405
898	0.3518577728
899	0.3517857416
900	0.3517134545
901	0.3516536152
902	0.351642309
903	0.351577709
904	0.3515706034
905	0.3515300587
906	0.3514687756
907	0.3514055213
908	0.3513517124
909	0.3512859206
910	0.3512201947
911	0.3510629037
912	0.3509602865
913	0.350848761
914	0.3507822009
915	0.350743836
916	0.3506560484
917	0.350607816
918	0.3505243735
919	0.3504261602
920	0.3503501182
921	0.3501708023
922	0.3500501322
923	0.3499744838
924	0.349925996
925	0.3497991169
926	0.3496639614
927	0.3495907322
928	0.3495481715
929	0.3494179707
930	0.3493760571
931	0.349294511
932	0.3492541118
933	0.3492044061
934	0.3491176158
935	0.3489632542
936	0.3488667066
937	0.3487928891
938	0.3486555692
939	0.3485862805
940	0.3485069436
941	0.3484217046
942	0.3483225897
943	0.348198821
944	0.3481345908
945	0.3478954629
946	0.3477342082
947	0.3476529021
948	0.3475652157
949	0.3473989091
950	0.3472392771
951	0.3471796096
952	0.3471695391
953	0.3470507999
954	0.3470357799
955	0.3469981705
956	0.3469732028
957	0.3468520604
958	0.3467508199
959	0.3467373009
960	0.3466358453
961	0.3465294686
962	0.3465010142
963	0.3463197361
964	0.3462927354
965	0.34618819
966	0.3461795907
967	0.3461311473
968	0.3461038655
969	0.3460235638
970	0.3458891103
971	0.3456717105
972	0.3455770689
973	0.3454635751
974	0.345388785
975	0.3450955659
976	0.3450871752
977	0.3449903018
978	0.344931512
979	0.3447619647
980	0.3445051658
981	0.3443727338
982	0.344263941
983	0.3442119691
984	0.3441666952
985	0.34413726
986	0.344120505
987	0.3439714661
988	0.3437514076
989	0.3436551614
990	0.3434956834
991	0.3434088213
992	0.3433359542
993	0.3432635125
994	0.3432553642
995	0.3431831658
996	0.3430786712
997	0.3429871185
998	0.3428497928
999	0.3426907687
1000	0.3426371203
1001	0.3425352952
1002	0.342530036
1003	0.3425289187
1004	0.3423802328
1005	0.3423056363
1006	0.3422266956
1007	0.3421516605
1008	0.3421149678
1009	0.3421004106
1010	0.341850757
1011	0.3418014898
1012	0.3417823101
1013	0.3416837304
1014	0.3416718245
1015	0.3416500234
1016	0.3415589219
1017	0.3414097623
1018	0.3413640211
1019	0.3411983113
1020	0.3409149221
1021	0.3408527961
1022	0.3406517509
1023	0.3405083806
1024	0.3402764254
1025	0.340166031
1026	0.3400500152
1027	0.3398013519
1028	0.3397560762
1029	0.3396843182
1030	0.3395912483
1031	0.3395079145
1032	0.3394075068
1033	0.3393540459
1034	0.3393116818
1035	0.3392889899
1036	0.3392817381
1037	0.3392181218
1038	0.3391311385
1039	0.3390124451
1040	0.3389995716
1041	0.3386660326
1042	0.3386039661
1043	0.3385081074
1044	0.3384104453
1045	0.3383690405
1046	0.3383027184
1047	0.338211155
1048	0.3381458964
1049	0.3380168253
1050	0.3380082103
1051	0.3379620695
1052	0.3378808139
1053	0.3378480899
1054	0.3378265571
1055	0.3377130923
1056	0.3376508078
1057	0.3375155508
1058	0.3374368389
1059	0.3374253649
1060	0.3373792638
1061	0.3373379526
1062	0.3372530399
1063	0.3372230996
1064	0.33707463
1065	0.3370035049
1066	0.3368774935
1067	0.3368051476
1068	0.3368009427
1069	0.3367136785
1070	0.3365429865
1071	0.3363566715
1072	0.3362634217
1073	0.336251212
1074	0.3362151854
1075	0.3361205054
1076	0.3359395944
1077	0.3358022752
1078	0.3356783332
1079	0.3356452749
1080	0.3355532895
1081	0.3353587389
1082	0.3352270202
1083	0.3351438087
1084	0.3350697327
1085	0.3349667064
1086	0.3349630789
1087	0.334848557
1088	0.3348177739
1089	0.3348076106
1090	0.3347404899
1091	0.3345555254
1092	0.3344675456
1093	0.3344488254
1094	0.3344301793
1095	0.3343257296
1096	0.3342684043
1097	0.3342141424
1098	0.3341051679
1099	0.3339797733
1100	0.3338307053
1101	0.3337796401
1102	0.333715002
1103	0.3337060665
1104	0.3336417654
1105	0.3335597287
1106	0.3334905198
1107	0.3334051856
1108	0.3332738128
1109	0.3331976934
1110	0.3331272995
1111	0.3329288037
1112	0.3329071502
1113	0.3328130886
1114	0.3327417219
1115	0.3326544945
1116	0.3324238419
1117	0.3323316392
1118	0.3322850529
1119	0.3320805062
1120	0.332014962
1121	0.3319256347
1122	0.3317919993
1123	0.3317716279
1124	0.3316511937
1125	0.3314982253
1126	0.331478578
1127	0.3313631737
1128	0.3312358631
1129	0.3311164369
1130	0.3311104171
1131	0.3309941404
1132	0.3309199319
1133	0.3308441451
1134	0.3308302231
1135	0.3307526818
1136	0.3306649605
1137	0.3305802453
1138	0.3305631222
1139	0.3305199331
1140	0.3304335405
1141	0.330417624
1142	0.3303452095
1143	0.3303079033
1144	0.3301875136
1145	0.3299464866
1146	0.3298422005
1147	0.3298243045
1148	0.329775602
1149	0.3297597817
1150	0.3297153768
1151	0.3296655513
1152	0.3296506307
1153	0.3294969846
1154	0.3294352837
1155	0.3293264682
1156	0.3292040913
1157	0.3290897376
1158	0.3289554877
1159	0.3287968498
1160	0.328734483
1161	0.3286731812
1162	0.3285874292
1163	0.3284863197
1164	0.3283357045
1165	0.3281748582
1166	0.328113621
1167	0.328039683
1168	0.3279439806
1169	0.3276998157
1170	0.3276264895
1171	0.3276115164
1172	0.3275129776
1173	0.3274310158
1174	0.3273702529
1175	0.3273518105
1176	0.3271431734
1177	0.3270713127
1178	0.326967683
1179	0.3268802658
1180	0.3268678231
1181	0.3267098351
1182	0.3265564741
1183	0.326484109
1184	0.3264718166
1185	0.3264304327
1186	0.3263578005
1187	0.3262929477
1188	0.3262394626
1189	0.3261063939
1190	0.325969322
1191	0.3259251943
1192	0.325767708
1193	0.3256639768
1194	0.32554442
1195	0.3254181558
1196	0.3253228522
1197	0.3252570035
1198	0.3251462109
1199	0.3250089597
1200	0.3249933053
1201	0.3248912387
1202	0.3248400496
1203	0.3247822048
1204	0.3246986811
1205	0.3245983246
1206	0.3244364818
1207	0.3241253223
1208	0.3240286671
1209	0.3239797063
1210	0.3238606647
1211	0.3237933292
1212	0.3237519056
1213	0.3236539292
1214	0.3234920664
1215	0.3234470242
1216	0.3233898875
1217	0.3233545219
1218	0.3233381206
1219	0.3232472812
1220	0.3231772821
1221	0.3231306484
1222	0.3230548264
1223	0.3228387068
1224	0.3227592468
1225	0.3227259938
1226	0.3226448304
1227	0.3226085078
1228	0.3223378904
1229	0.3221734062
1230	0.322128138
1231	0.3220848573
1232	0.3219881189
1233	0.3215810371
1234	0.3214903338
1235	0.3212595828
1236	0.3211988683
1237	0.3211335251
1238	0.3210457868
1239	0.3207735602
1240	0.3205274646
1241	0.3203919446
1242	0.3203457355
1243	0.3202562588
1244	0.3200923337
1245	0.3200616466
1246	0.3199161626
1247	0.3198326739
1248	0.3197844541
1249	0.3197003598
1250	0.3196732407
1251	0.3196272088
1252	0.319510237
1253	0.3194282228
1254	0.3193193559
1255	0.319247035
1256	0.3191576416
1257	0.3191091343
1258	0.3189576714
1259	0.3189028844
1260	0.3187953811
1261	0.3185614714
1262	0.3185136993
1263	0.3184156536
1264	0.3183334061
1265	0.3182633206
1266	0.3180789169
1267	0.3179992204
1268	0.3177787385
1269	0.3176891433
1270	0.3176420454
1271	0.3175749257
1272	0.3175050442
1273	0.3173764308
1274	0.3172044687
1275	0.3170389755
1276	0.3169572028
1277	0.3169136715
1278	0.3168429585
1279	0.3167768424
1280	0.3167595713
1281	0.3166002288
1282	0.3165260468
1283	0.316455091
1284	0.3164101682
1285	0.3162892605
1286	0.3160092041
1287	0.3159607463
1288	0.3158131141
1289	0.3155651318
1290	0.3153613949
1291	0.3152346476
1292	0.3151856107
1293	0.3150948118
1294	0.3150442405
1295	0.3150196295
1296	0.3149199381
1297	0.3148073121
1298	0.3147527814
1299	0.3146806287
1300	0.3144986299
1301	0.3144427082
1302	0.3143542842
1303	0.3142467142
1304	0.3140991067
1305	0.3140262585
1306	0.3139274354
1307	0.3138015812
1308	0.3137643162
1309	0.3136710059
1310	0.3135742542
1311	0.3135071919
1312	0.3133541073
1313	0.3132322353
1314	0.3130616824
1315	0.3129724983
1316	0.3129191455
1317	0.3128213618
1318	0.3127251645
1319	0.3125653669
1320	0.3125004592
1321	0.3124022803
1322	0.3123609591
1323	0.3123296347
1324	0.3122053432
1325	0.3121755689
1326	0.3120663226
1327	0.3120241152
1328	0.3119750398
1329	0.3119045682
1330	0.3118599949
1331	0.3117997538
1332	0.3117556126
1333	0.3115702173
1334	0.3115312584
1335	0.3113792177
1336	0.3112716605
1337	0.3111662101
1338	0.3111277352
1339	0.3109995342
1340	0.3108601779
1341	0.310816187
1342	0.3107100552
1343	0.3106502478
1344	0.3105897342
1345	0.3105607338
1346	0.310373159
1347	0.3103039729
1348	0.3102630351
1349	0.3102030429
1350	0.31003345
1351	0.3099482973
1352	0.3099168743
1353	0.3098654133
1354	0.3098428608
1355	0.3098143172
1356	0.3097694471
1357	0.3097118858
1358	0.309488678
1359	0.3094363871
1360	0.3093902391
1361	0.3093349971
1362	0.309166402
1363	0.3091163059
1364	0.3090452668
1365	0.3089649925
1366	0.3087879529
1367	0.3087653987
1368	0.3086703002
1369	0.3086450026
1370	0.3085452267
1371	0.3083700784
1372	0.3083431587
1373	0.3081355592
1374	0.3080459489
1375	0.3080418103
1376	0.3079907698
1377	0.3079119598
1378	0.3078352198
1379	0.3077776013
1380	0.3076750139
1381	0.307630323
1382	0.3075670766
1383	0.3075379802
1384	0.3074039288
1385	0.3073985543
1386	0.3072536287
1387	0.3071226987
1388	0.3069445425
1389	0.3066477543
1390	0.306314876
1391	0.3062843909
1392	0.3061983819
1393	0.3061564344
1394	0.3061152456
1395	0.3061027146
1396	0.306029195
1397	0.3059340131
1398	0.3059219381
1399	0.3057640027
1400	0.3056055932
1401	0.3054923236
1402	0.3054239625
1403	0.3053688821
1404	0.3053117393
1405	0.305300143
1406	0.3052196674
1407	0.3050484847
1408	0.3050274399
1409	0.3049428649
1410	0.3049092119
1411	0.3047742787
1412	0.3047629408
1413	0.3047521423
1414	0.3046555983
1415	0.304562766
1416	0.3045598501
1417	0.304534781
1418	0.3045334809
1419	0.3044221063
1420	0.3042587658
1421	0.3041679567
1422	0.3040883209
1423	0.3040733428
1424	0.3040445301
1425	0.3039677461
1426	0.303682407
1427	0.303677809
1428	0.3036419012
1429	0.3035207164
1430	0.3034870358
1431	0.3034550462
1432	0.3034101343
1433	0.3033456549
1434	0.30330843
1435	0.3031610353
1436	0.3030465069
1437	0.3029912808
1438	0.3029403974
1439	0.302892365
1440	0.302873382
1441	0.3028242586
1442	0.3027640008
1443	0.3027303061
1444	0.3026045854
1445	0.3025241004
1446	0.3024925779
1447	0.3022060915
1448	0.3019437613
1449	0.3017884881
1450	0.30174993
1451	0.3016441771
1452	0.3013331255
1453	0.3013087664
1454	0.3012846611
1455	0.3012330982
1456	0.3011748248
1457	0.3011239377
1458	0.3010623813
1459	0.3009869188
1460	0.3008626596
1461	0.3008086526
1462	0.3007497219
1463	0.3006721892
1464	0.3006475237
1465	0.3006020387
1466	0.3005545252
1467	0.3004720851
1468	0.3004328338
1469	0.3003517276
1470	0.3002308729
1471	0.3001303032
1472	0.3001186174
1473	0.3000547834
1474	0.2999838221
1475	0.2999470677
1476	0.2999239348
1477	0.299868178
1478	0.299810696
1479	0.299658476
1480	0.2995875076
1481	0.2995438623
1482	0.2994772981
1483	0.2994198499
1484	0.2993463716
1485	0.2992896055
1486	0.2992818263
1487	0.2992600228
1488	0.2991465115
1489	0.2991258038
1490	0.2990617311
1491	0.2989972319
1492	0.2989445729
1493	0.2989131526
1494	0.2988612694
1495	0.2988299723
1496	0.2987501836
1497	0.2986092585
1498	0.2985532874
1499	0.2984909562
1500	0.2984212921
1501	0.2983254544
1502	0.2982443027
1503	0.2981556045
1504	0.2981320102
1505	0.2980934735
1506	0.2980441703
1507	0.2979897251
1508	0.297907664
1509	0.2978660293
1510	0.2978607157
1511	0.2977784851
1512	0.2977131754
1513	0.297604286
1514	0.2975457216
